"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV2072"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	"s__compressum"
"ASV2073"	"k__Fungi"	"p__Kickxellomycota"	"c__Ramicandelaberomycetes"	"o__Ramicandelaberales"	"f__Ramicandelaberaceae"	"g__Ramicandelaber"	NA
"ASV2074"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Amplistromataceae"	"g__Neoacrodontium"	"s__hydnicola"
"ASV2075"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Amplistromataceae"	NA	NA
"ASV2076"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Metacordyceps"	"s__chlamydosporia"
"ASV2077"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Cladophialophora"	NA
"ASV2078"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV2079"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__flanaganii"
"ASV2080"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Capronia"	NA
"ASV2081"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Cyphellophoraceae"	"g__Anthopsis"	NA
"ASV2082"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Minutisphaerales"	"f__Minutisphaeraceae"	"g__Minutisphaera"	NA
"ASV2083"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV2084"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Diaporthales"	"f__Diaporthaceae"	"g__Diaporthe"	NA
"ASV2085"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leotiaceae"	"g__Gorgomyces"	NA
"ASV2086"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Pseudaegerita"	NA
"ASV2087"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2088"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Volutella"	NA
"ASV2089"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Crepidotaceae"	"g__Crepidotus"	NA
"ASV2090"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Cordyceps"	"s__pruinosa"
"ASV2091"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Hypomyces"	NA
"ASV2092"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2093"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2094"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2095"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Botryosphaeriales"	"f__Phyllostictaceae"	"g__Phyllosticta"	NA
"ASV2096"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2097"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Leptobacillium"	"s__symbioticum"
"ASV2098"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Venturiales"	"f__Sympoventuriaceae"	"g__Pseudosigmoidea"	NA
"ASV2099"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV2100"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	"g__Trichopeziza"	"s__mollissima"
"ASV2101"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Cutaneotrichosporon"	"s__moniliiforme"
"ASV2102"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Elaphomycetaceae"	"g__Elaphomyces"	"s__decipiens"
"ASV2103"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Microbotryomycetes_ord_Incertae_sedis"	"f__Chrysozymaceae"	"g__Pseudohyphozyma"	"s__pustula"
"ASV2104"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV2105"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricomycetes_ord_Incertae_sedis"	"f__Agaricomycetes_fam_Incertae_sedis"	"g__Agaricomycetes_gen_Incertae_sedis"	NA
"ASV2106"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__bisporalis"
"ASV2107"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	NA	NA	NA
"ASV2108"	"k__Fungi"	"p__Mucoromycota"	"c__Umbelopsidomycetes"	"o__Umbelopsidales"	"f__Umbelopsidaceae"	"g__Umbelopsis"	NA
"ASV2109"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2110"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Venturiales"	"f__Venturiaceae"	"g__Sympodiella"	"s__quercina"
"ASV2111"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Cylindrocladiella"	NA
"ASV2112"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2113"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	NA	NA	NA
"ASV2114"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2115"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Phaeotremellaceae"	"g__Phaeotremella"	"s__fagi"
"ASV2116"	"k__Fungi"	"p__Mucoromycota"	"c__Endogonomycetes"	"o__Endogonomycetes_ord_Incertae_sedis"	"f__Endogonomycetes_fam_Incertae_sedis"	"g__Endogonomycetes_gen_Incertae_sedis"	NA
"ASV2117"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Hypomyces"	"s__cervinus"
"ASV2118"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Nigrogranaceae"	"g__Nigrograna"	"s__jinghongensis"
"ASV2119"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Diaporthales"	"f__Valsaceae"	NA	NA
"ASV2120"	"k__Fungi"	"p__Ascomycota"	"c__Geoglossomycetes"	"o__Geoglossales"	"f__Geoglossales_fam_Incertae_sedis"	"g__Geoglossales_gen_Incertae_sedis"	NA
"ASV2121"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Bombardiaceae"	"g__Ramophialophora"	"s__humicola"
"ASV2122"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV2123"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2124"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosphaeriaceae_gen_Incertae_sedis"	NA
"ASV2125"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	NA	NA	NA
"ASV2126"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Minimelanolocus"	NA
"ASV2127"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2128"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	"g__Diversisporaceae_gen_Incertae_sedis"	NA
"ASV2129"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2130"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Cortinariaceae"	"g__Cortinarius"	"s__subbalaustinus"
"ASV2131"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	NA	NA
"ASV2132"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2133"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Agaricus"	NA
"ASV2134"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Acaulosporaceae"	"g__Acaulospora"	"s__scrobiculata"
"ASV2135"	"k__Fungi"	"p__Basidiomycota"	"c__Ustilaginomycetes"	"o__Ustilaginales"	"f__Ustilaginaceae"	"g__Ustilago"	NA
"ASV2136"	"k__Fungi"	"p__Ascomycota"	"c__Orbiliomycetes"	"o__Orbiliales"	"f__Orbiliales_fam_Incertae_sedis"	"g__Orbiliales_gen_Incertae_sedis"	NA
"ASV2137"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV2138"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Venturiales"	"f__Venturiaceae"	"g__Pseudoanungitea"	NA
"ASV2139"	"k__Fungi"	"p__Ascomycota"	"c__Archaeorhizomycetes"	"o__Archaeorhizomycetales"	"f__Archaeorhizomycetaceae"	"g__Archaeorhizomycetaceae_gen_Incertae_sedis"	NA
"ASV2140"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascodesmidaceae"	"g__Ascodesmis"	"s__rosicola"
"ASV2141"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2142"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricomycetes_ord_Incertae_sedis"	"f__Agaricomycetes_fam_Incertae_sedis"	"g__Agaricomycetes_gen_Incertae_sedis"	NA
"ASV2143"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hypoxylaceae"	"g__Hypoxylon"	"s__petriniae"
"ASV2144"	"k__Fungi"	"p__Chytridiomycota"	"c__Lobulomycetes"	"o__Lobulomycetales"	"f__Lobulomycetales_fam_Incertae_sedis"	"g__Lobulomycetales_gen_Incertae_sedis"	NA
"ASV2145"	"k__Fungi"	"p__Kickxellomycota"	"c__Ramicandelaberomycetes"	"o__Ramicandelaberales"	"f__Ramicandelaberaceae"	"g__Ramicandelaber"	NA
"ASV2146"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Occultibambusaceae"	"g__Brunneofusispora"	NA
"ASV2147"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Cordycipitaceae"	"g__Beauveria"	NA
"ASV2148"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Shiraiaceae"	"g__Shiraiaceae_gen_Incertae_sedis"	NA
"ASV2149"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Diversisporales"	"f__Diversisporaceae"	NA	NA
"ASV2150"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Thelonectria"	"s__blackeriella"
"ASV2151"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Mycenella"	"s__lasiosperma"
"ASV2152"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV2153"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Panellus"	"s__serotinus"
"ASV2154"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Branch06"	"f__Branch06_fam_Incertae_sedis"	"g__Branch06_gen_Incertae_sedis"	NA
"ASV2155"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Halosphaeriaceae"	"g__Halosphaeriaceae_gen_Incertae_sedis"	NA
"ASV2156"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV2157"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiomycetes_ord_Incertae_sedis"	"f__Eurotiomycetes_fam_Incertae_sedis"	"g__Eurotiomycetes_gen_Incertae_sedis"	NA
"ASV2158"	"k__Fungi"	"p__Olpidiomycota"	"c__Olpidiomycetes"	"o__Olpidiales"	"f__Olpidiaceae"	"g__Olpidiaster"	"s__brassicae"
"ASV2159"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
"ASV2160"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Onygenaceae"	"g__Auxarthronopsis"	NA
"ASV2161"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2162"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV2163"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__basiparvispora"
"ASV2164"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV2165"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Leptodontidiaceae"	"g__Leptodontidium"	"s__trabinellum"
"ASV2166"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Chaetosphaeriales"	"f__Chaetosphaeriaceae"	"g__Menispora"	"s__uncinata"
"ASV2167"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Lacrymaria"	"s__lacrymabunda"
"ASV2168"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Hypoxylaceae"	"g__Hypoxylon"	"s__carneum"
"ASV2169"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	"s__aurea"
"ASV2170"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV2171"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Mollisiaceae"	"g__Barrenia"	"s__taeda"
"ASV2172"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__ambigua"
"ASV2173"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Rhizophydiaceae"	"g__Rhizophydium"	NA
"ASV2174"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Pleosporales_fam_Incertae_sedis"	"g__Camarographium"	NA
"ASV2175"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Polyporales"	"f__Meripilaceae"	"g__Physisporinus"	NA
"ASV2176"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2177"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	NA	NA	NA	NA
"ASV2178"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Xylariaceae"	"g__Nemania"	NA
"ASV2179"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Sarocladium"	"s__summerbellii"
"ASV2180"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV2181"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV2182"	"k__Fungi"	"p__Ascomycota"	"c__Lichinomycetes"	"o__Lichinales"	"f__Lichinaceae"	"g__Phylliscum"	NA
"ASV2183"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Sugitazyma"	"s__miyagiana"
"ASV2184"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Flagelloscypha"	NA
"ASV2185"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Stephanosporaceae"	"g__Lindtneria"	NA
"ASV2186"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Thelephorales"	"f__Thelephoraceae"	"g__Tomentella"	"s__galzinii"
"ASV2187"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Venturiales"	"f__Venturiaceae"	"g__Pseudoanungitea"	NA
"ASV2188"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Stephanosporaceae"	"g__Lindtneria"	NA
"ASV2189"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	NA	NA	NA	NA
"ASV2190"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Coprinopsis"	"s__candidata"
"ASV2191"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Polyporales"	"f__Polyporales_fam_Incertae_sedis"	"g__Polyporales_gen_Incertae_sedis"	NA
"ASV2192"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV2193"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV2194"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2195"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Phaeosphaeria"	NA
"ASV2196"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2197"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Diaporthales"	NA	NA	NA
"ASV2198"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Amphisphaeriaceae"	"g__Amphisphaeriaceae_gen_Incertae_sedis"	NA
"ASV2199"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Sarcosomataceae"	"g__Strumella"	NA
"ASV2200"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV2201"	"k__Fungi"	"p__Olpidiomycota"	"c__Olpidiomycetes"	"o__Olpidiales"	"f__Olpidiales_fam_Incertae_sedis"	"g__Olpidiales_gen_Incertae_sedis"	NA
"ASV2202"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Sarcopodium"	"s__araliae"
"ASV2203"	"k__Fungi"	"p__Aphelidiomycota"	"c__Aphelidiomycota_cls_Incertae_sedis"	"o__Aphelidiomycota_ord_Incertae_sedis"	"f__Aphelidiomycota_fam_Incertae_sedis"	"g__Aphelidiomycota_gen_Incertae_sedis"	NA
"ASV2204"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Rhizophydiaceae"	"g__Rhizophydium"	NA
"ASV2205"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Pluteaceae"	"g__Pluteus"	"s__phlebophorus"
"ASV2206"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV2207"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Geastrales"	"f__Geastraceae"	"g__Geastrum"	"s__triplex"
"ASV2208"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	NA	NA	NA	NA
"ASV2209"	"k__Fungi"	"p__Fungi_phy_Incertae_sedis"	"c__Fungi_cls_Incertae_sedis"	"o__Fungi_ord_Incertae_sedis"	"f__Fungi_fam_Incertae_sedis"	"g__Fungi_gen_Incertae_sedis"	NA
"ASV2210"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	"s__anodinum"
"ASV2211"	"k__Fungi"	"p__Ascomycota"	"c__Ascomycota_cls_Incertae_sedis"	"o__Ascomycota_ord_Incertae_sedis"	"f__Ascomycota_fam_Incertae_sedis"	"g__Ascomycota_gen_Incertae_sedis"	NA
"ASV2212"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Collarina"	NA
"ASV2213"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Togniniales"	"f__Togniniaceae"	"g__Phaeoacremonium"	NA
"ASV2214"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Dominikia"	"s__difficilevidera"
"ASV2215"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Mycosphaerellales"	"f__Teratosphaeriaceae"	"g__Devriesia"	NA
"ASV2216"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Tubeufiales"	"f__Tubeufiaceae"	"g__Neohelicosporium"	"s__hyalosporum"
"ASV2217"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Capnodiaceae"	"g__Chaetocapnodium"	"s__philippinense"
"ASV2218"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Thelebolales"	"f__Pseudeurotiaceae"	"g__Pseudeurotium"	NA
"ASV2219"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Halonatospora"	"s__pansihalos"
"ASV2220"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Glomus"	NA
"ASV2221"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV2222"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Russulales"	"f__Russulaceae"	"g__Russula"	NA
"ASV2223"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Onygenaceae"	"g__Auxarthron"	"s__californiense"
"ASV2224"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Cordanales"	"f__Cordanaceae"	"g__Cordana"	"s__mercadoana"
"ASV2225"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariomycetes_ord_Incertae_sedis"	"f__Sordariomycetes_fam_Incertae_sedis"	"g__Sordariomycetes_gen_Incertae_sedis"	NA
"ASV2226"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Dictyosporiaceae"	"g__Pseudocoleophoma"	NA
"ASV2227"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Powellomycetaceae"	"g__Powellomycetaceae_gen_Incertae_sedis"	NA
"ASV2228"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Coniochaetales"	"f__Coniochaetaceae"	"g__Coniochaeta"	"s__elegans"
"ASV2229"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Sebacinales"	"f__Serendipitaceae"	"g__Serendipita"	NA
"ASV2230"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Microascales"	"f__Microascaceae"	"g__Wardomyces"	"s__giganteus"
"ASV2231"	"k__Fungi"	"p__Chytridiomycota"	"c__Chytridiomycota_cls_Incertae_sedis"	"o__Chytridiomycota_ord_Incertae_sedis"	"f__Chytridiomycota_fam_Incertae_sedis"	"g__Chytridiomycota_gen_Incertae_sedis"	NA
"ASV2232"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Agaricaceae"	"g__Lepiota"	NA
"ASV2233"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Apodus"	NA
